Timestamp,Class,Count
2025-05-13 22:58:49,person,1
2025-05-13 22:58:51,person,1
2025-05-13 22:58:53,person,1
2025-05-13 22:59:37,person,1
2025-05-13 22:59:37,bottle,1
2025-05-13 22:59:37,person,1
2025-05-13 22:59:38,person,1
2025-05-13 22:59:39,person,1
2025-05-13 22:59:40,person,1
2025-05-13 22:59:41,person,1
2025-05-13 22:59:42,person,1
2025-05-13 22:59:42,bottle,2
2025-05-13 22:59:43,person,1
2025-05-13 22:59:43,bottle,1
2025-05-13 22:59:44,person,2
2025-05-13 22:59:44,bottle,1
2025-05-13 22:59:45,person,2
2025-05-13 22:59:45,bottle,2
2025-05-13 22:59:46,person,1
2025-05-13 22:59:46,bottle,2
2025-05-13 22:59:47,person,2
2025-05-13 22:59:47,bottle,1
2025-05-13 22:59:48,person,3
2025-05-13 22:59:48,bottle,1
2025-05-13 22:59:49,person,2
2025-05-13 22:59:49,bottle,1
2025-05-13 22:59:50,person,2
2025-05-13 22:59:50,bottle,1
2025-05-13 22:59:51,person,2
2025-05-13 22:59:51,bottle,2
2025-05-13 22:59:52,person,2
2025-05-13 22:59:52,bottle,1
2025-05-13 22:59:53,person,1
2025-05-13 22:59:53,bottle,1
2025-05-13 22:59:54,person,1
2025-05-13 22:59:54,bottle,2
2025-05-13 22:59:55,person,1
2025-05-13 22:59:55,bottle,1
2025-05-13 22:59:56,person,1
2025-05-13 22:59:56,bottle,1
2025-05-13 22:59:57,person,1
2025-05-13 22:59:57,bottle,1
2025-05-13 22:59:58,person,1
2025-05-13 22:59:58,bottle,1
2025-05-13 22:59:59,person,1
2025-05-13 22:59:59,bottle,1
2025-05-13 23:00:00,person,1
2025-05-13 23:00:00,bottle,1
2025-05-13 23:00:01,person,1
2025-05-13 23:00:01,bottle,1
2025-05-13 23:00:02,person,1
2025-05-13 23:00:02,bottle,1
2025-05-13 23:00:03,person,1
2025-05-13 23:00:03,bottle,1
2025-05-13 23:00:04,person,2
2025-05-13 23:00:04,cell phone,1
2025-05-13 23:00:05,cell phone,2
2025-05-13 23:00:05,person,1
2025-05-13 23:00:06,person,1
2025-05-13 23:00:06,cell phone,2
2025-05-13 23:00:07,person,1
2025-05-13 23:00:07,cell phone,2
2025-05-13 23:00:08,person,1
2025-05-13 23:00:08,cell phone,2
2025-05-13 23:00:08,cup,1
2025-05-13 23:00:09,cell phone,1
2025-05-13 23:00:09,person,2
2025-05-13 23:00:10,person,1
2025-05-13 23:00:10,cup,1
2025-05-13 23:00:11,person,1
2025-05-13 23:00:11,bottle,1
2025-05-13 23:00:12,person,1
2025-05-13 23:00:12,bottle,2
2025-05-13 23:00:14,person,1
2025-05-13 23:00:14,bottle,2
2025-05-13 23:00:15,person,1
2025-05-13 23:00:15,bottle,2
2025-05-13 23:00:16,person,1
2025-05-13 23:00:16,bottle,3
2025-05-13 23:00:16,cup,1
2025-05-13 23:00:17,person,1
2025-05-13 23:00:17,bottle,1
2025-05-13 23:00:18,person,1
2025-05-13 23:00:18,bottle,1
2025-05-13 23:00:19,person,1
2025-05-13 23:00:19,bottle,1
2025-05-13 23:00:20,person,1
2025-05-13 23:00:20,bottle,1
2025-05-13 23:00:21,person,1
2025-05-13 23:00:21,bottle,1
2025-05-13 23:00:22,person,1
2025-05-13 23:00:22,bottle,1
2025-05-13 23:00:23,person,1
2025-05-13 23:00:24,person,1
2025-05-13 23:00:25,person,1
2025-05-13 23:00:26,person,1
2025-05-13 23:00:27,person,1
2025-05-13 23:00:28,person,1
2025-05-13 23:00:29,person,1
2025-05-13 23:00:30,person,1
2025-05-13 23:00:31,person,1
2025-05-13 23:00:31,bottle,2
2025-05-13 23:00:32,person,1
2025-05-13 23:00:33,person,1
2025-05-13 23:00:34,person,1
2025-05-13 23:00:35,person,1
2025-05-13 23:00:35,bottle,1
2025-05-13 23:00:36,person,1
2025-05-13 23:00:36,bottle,1
2025-05-13 23:00:37,person,1
2025-05-13 23:00:38,person,1
2025-05-13 23:00:39,person,1
2025-05-13 23:00:39,bottle,2
2025-05-13 23:00:40,person,1
2025-05-13 23:00:40,bottle,2
2025-05-13 23:00:41,person,1
2025-05-13 23:00:41,bottle,1
2025-05-13 23:00:42,person,1
2025-05-13 23:00:42,bottle,2
2025-05-13 23:00:43,person,1
2025-05-13 23:00:43,bottle,1
2025-05-13 23:00:44,person,1
2025-05-13 23:00:44,tv,1
2025-05-13 23:00:45,person,1
2025-05-13 23:00:45,bottle,1
2025-05-13 23:00:45,tv,1
2025-05-13 23:00:46,person,1
2025-05-13 23:00:47,person,1
2025-05-13 23:00:48,person,1
2025-05-13 23:00:48,bottle,2
2025-05-13 23:00:49,person,1
2025-05-13 23:00:50,person,1
2025-05-13 23:00:50,bottle,2
2025-06-02 19:52:43,person,1
2025-06-02 19:52:43,cell phone,1
2025-06-02 19:52:43,person,2
2025-06-02 19:52:43,cell phone,1
2025-06-02 19:52:44,person,1
2025-06-02 19:52:45,person,1
2025-06-02 19:52:45,bottle,3
2025-06-02 19:52:46,person,1
2025-06-02 19:52:46,bottle,3
2025-06-02 19:52:47,person,1
2025-06-02 19:52:47,bottle,3
2025-06-02 19:52:47,book,1
2025-06-02 19:52:48,person,1
2025-06-02 19:52:48,bottle,3
2025-06-02 19:52:49,person,1
2025-06-02 19:52:49,bottle,3
2025-06-02 19:52:50,person,1
2025-06-02 19:52:50,bottle,3
2025-06-02 19:52:52,person,1
2025-06-02 19:52:52,bottle,3
2025-06-02 19:52:52,book,1
2025-06-02 19:52:53,person,1
2025-06-02 19:52:53,bottle,3
2025-06-02 19:52:54,person,1
2025-06-02 19:52:54,bottle,3
2025-06-02 19:52:54,book,1
2025-06-02 19:52:55,person,1
2025-06-02 19:52:55,bottle,3
2025-06-02 19:52:56,person,1
2025-06-02 19:52:56,bottle,3
2025-06-02 19:52:57,person,1
2025-06-02 19:52:57,bottle,3
2025-06-02 19:52:58,person,1
2025-06-02 19:52:58,bottle,3
2025-06-02 19:52:59,person,1
2025-06-02 19:52:59,bottle,3
2025-06-02 19:53:00,person,1
2025-06-02 19:53:00,bottle,3
2025-06-02 19:53:01,person,1
2025-06-02 19:53:01,bottle,3
2025-06-02 19:53:02,person,1
2025-06-02 19:53:02,bottle,3
2025-06-02 19:53:03,person,1
2025-06-02 19:53:03,bottle,3
2025-06-02 19:53:03,tv,1
2025-06-02 19:53:04,person,1
2025-06-02 19:53:04,bottle,3
2025-06-02 19:53:04,tv,1
2025-06-02 19:53:05,person,1
2025-06-02 19:53:05,bottle,3
2025-06-02 19:53:05,tv,1
2025-06-02 19:53:06,person,1
2025-06-02 19:53:06,bottle,3
2025-06-02 19:53:07,person,1
2025-06-02 19:53:07,bottle,3
2025-06-02 19:53:08,person,3
2025-06-02 19:53:08,bottle,3
2025-06-02 19:53:08,bowl,1
2025-06-02 19:53:08,cup,1
2025-06-02 19:53:09,person,3
2025-06-02 19:53:09,bottle,3
2025-06-02 19:53:09,bowl,1
2025-06-02 19:53:10,person,2
2025-06-02 19:53:10,bottle,3
2025-06-02 19:53:10,bowl,1
2025-06-02 19:53:11,person,2
2025-06-02 19:53:11,bottle,3
2025-06-02 19:53:11,bowl,1
2025-06-02 19:53:12,person,2
2025-06-02 19:53:12,bottle,3
2025-06-02 19:53:12,bowl,1
2025-06-02 19:53:13,person,2
2025-06-02 19:53:13,bottle,3
2025-06-02 19:53:13,bowl,1
2025-06-02 19:53:14,person,2
2025-06-02 19:53:14,tv,1
2025-06-02 19:53:14,bottle,3
2025-06-02 19:53:14,bowl,1
2025-06-02 19:53:15,tv,1
2025-06-02 19:53:15,person,2
2025-06-02 19:53:15,bowl,1
2025-06-02 19:53:15,bottle,3
2025-06-02 19:53:16,person,2
2025-06-02 19:53:16,bottle,3
2025-06-02 19:53:16,bowl,1
2025-06-02 19:53:16,tv,1
2025-06-02 19:53:17,person,2
2025-06-02 19:53:17,bottle,3
2025-06-02 19:53:17,bowl,1
2025-06-02 19:53:17,tv,1
2025-06-02 20:27:45,person,1
2025-06-02 20:27:45,bottle,3
2025-06-02 20:27:46,person,1
2025-06-02 20:27:46,bottle,3
2025-06-02 20:27:48,person,1
2025-06-02 20:27:48,bottle,3
2025-06-02 20:27:50,person,1
2025-06-02 20:27:50,bottle,3
2025-06-02 20:27:52,person,1
2025-06-02 20:27:52,bottle,3
2025-06-02 20:27:54,person,1
2025-06-02 20:27:54,bottle,3
2025-06-02 20:27:56,person,1
2025-06-02 20:27:56,bottle,3
2025-06-02 20:27:58,person,1
2025-06-02 20:27:58,bottle,3
2025-06-02 20:29:01,person,1
2025-06-02 20:29:01,bottle,3
2025-06-02 20:29:01,bowl,1
2025-06-02 20:29:02,person,1
2025-06-02 20:29:02,bottle,3
2025-06-02 20:29:02,bowl,1
2025-06-02 20:31:26,person,1
2025-06-02 20:31:26,bottle,3
2025-06-02 20:31:26,bowl,1
2025-06-02 20:31:26,person,1
2025-06-02 20:31:26,bottle,3
2025-06-02 20:31:26,bowl,1
2025-06-02 20:31:27,person,1
2025-06-02 20:31:27,bottle,3
2025-06-02 20:31:27,bowl,1
2025-06-02 20:31:29,person,1
2025-06-02 20:31:29,bottle,3
2025-06-02 20:31:29,bowl,1
2025-06-02 20:31:30,person,1
2025-06-02 20:31:30,bottle,3
2025-06-02 20:31:32,person,1
2025-06-02 20:31:32,bottle,3
2025-06-02 20:31:33,person,1
2025-06-02 20:31:33,bottle,3
2025-06-02 20:31:33,tv,1
2025-06-02 20:31:35,person,1
2025-06-02 20:31:35,bottle,4
2025-06-02 20:31:35,tv,1
2025-06-02 20:31:36,person,1
2025-06-02 20:31:36,bottle,4
2025-06-02 20:31:38,person,1
2025-06-02 20:31:38,bottle,3
2025-06-02 20:31:39,person,1
2025-06-02 20:31:39,bottle,3
2025-06-02 20:31:41,person,1
2025-06-02 20:31:41,bottle,3
2025-06-02 20:31:42,person,1
2025-06-02 20:31:42,bottle,3
2025-06-02 20:31:44,person,1
2025-06-02 20:31:44,bottle,3
2025-06-02 20:33:09,person,1
2025-06-02 20:33:09,bottle,3
2025-06-02 20:33:09,tv,1
2025-06-02 20:33:10,person,1
2025-06-02 20:33:10,tv,1
2025-06-02 20:33:10,bottle,3
2025-06-02 20:33:12,person,1
2025-06-02 20:33:12,tv,1
2025-06-02 20:33:12,bottle,3
2025-06-02 20:33:13,person,1
2025-06-02 20:33:13,bottle,3
2025-06-02 20:33:13,tv,1
2025-06-02 20:33:15,person,1
2025-06-02 20:33:15,tv,1
2025-06-02 20:33:15,bottle,3
2025-06-02 20:33:17,person,1
2025-06-02 20:33:17,tv,1
2025-06-02 20:33:17,bottle,3
2025-06-02 20:33:18,person,1
2025-06-02 20:33:18,bottle,3
2025-06-02 20:33:18,tv,1
2025-06-02 20:33:18,book,1
2025-06-02 20:33:20,person,1
2025-06-02 20:33:20,tv,1
2025-06-02 20:33:20,bottle,3
2025-06-02 20:33:20,laptop,1
2025-06-02 20:33:21,person,1
2025-06-02 20:33:21,tv,1
2025-06-02 20:33:21,bottle,3
2025-06-02 20:33:21,laptop,1
2025-06-02 20:33:23,person,1
2025-06-02 20:33:23,tv,1
2025-06-02 20:33:23,bottle,3
2025-06-02 20:33:24,person,1
2025-06-02 20:33:24,tv,1
2025-06-02 20:33:24,bottle,3
2025-06-02 20:33:26,person,1
2025-06-02 20:33:26,refrigerator,1
2025-06-02 20:33:26,tv,1
2025-06-02 20:33:26,bottle,1
2025-06-02 20:33:27,person,1
2025-06-02 20:33:27,tv,1
2025-06-02 20:33:27,refrigerator,1
2025-06-02 20:33:27,bottle,1
2025-06-02 20:33:27,laptop,1
2025-06-02 20:33:29,person,1
2025-06-02 20:33:29,refrigerator,1
2025-06-02 20:33:29,bottle,1
2025-06-02 20:33:30,person,1
2025-06-02 20:33:30,refrigerator,1
2025-06-02 20:33:30,bottle,1
2025-06-02 20:33:32,person,1
2025-06-02 20:33:32,refrigerator,1
2025-06-02 20:33:32,bottle,1
2025-06-02 20:33:33,person,1
2025-06-02 20:33:33,tv,1
2025-06-02 20:33:33,refrigerator,1
2025-06-02 20:33:33,bottle,1
2025-06-02 20:33:35,person,1
2025-06-02 20:33:35,tv,1
2025-06-02 20:33:35,bottle,3
2025-06-02 20:33:36,person,1
2025-06-02 20:33:36,bottle,3
2025-06-02 20:33:36,tv,1
2025-06-02 20:33:38,person,1
2025-06-02 20:33:38,bottle,3
2025-06-02 20:33:38,tv,1
2025-06-02 20:33:39,person,1
2025-06-02 20:33:39,bottle,3
2025-06-02 20:33:39,tv,1
2025-06-02 20:33:41,person,1
2025-06-02 20:33:41,bottle,3
2025-06-02 20:33:41,tv,1
2025-06-02 20:33:43,person,1
2025-06-02 20:33:43,bottle,3
2025-06-02 20:33:43,tv,1
2025-06-02 20:33:44,person,1
2025-06-02 20:33:44,bottle,3
2025-06-02 20:33:44,tv,1
2025-06-02 20:33:46,person,1
2025-06-02 20:33:46,bottle,3
2025-06-02 20:33:46,tv,1
2025-06-02 20:33:47,person,1
2025-06-02 20:33:47,tv,1
2025-06-02 20:33:47,bottle,3
2025-06-02 20:35:00,bottle,3
2025-06-02 20:35:00,person,2
2025-06-02 20:35:00,refrigerator,1
2025-06-02 20:35:00,bowl,1
2025-06-02 20:35:00,bottle,3
2025-06-02 20:35:00,refrigerator,1
2025-06-02 20:35:00,person,3
2025-06-02 20:35:00,bowl,1
2025-06-02 20:35:01,person,2
2025-06-02 20:35:01,bottle,3
2025-06-02 20:35:03,person,1
2025-06-02 20:35:03,bottle,3
2025-06-02 20:35:03,bowl,1
2025-06-02 20:35:04,person,2
2025-06-02 20:35:04,bottle,3
2025-06-02 20:35:04,bowl,1
2025-06-02 20:35:06,person,3
2025-06-02 20:35:06,bottle,2
2025-06-02 20:35:06,bowl,1
2025-06-02 20:35:06,chair,1
2025-06-02 20:35:08,person,3
2025-06-02 20:35:08,bottle,3
2025-06-02 20:35:09,person,1
2025-06-02 20:35:09,bottle,3
2025-06-02 20:35:09,refrigerator,1
2025-06-02 20:35:11,person,1
2025-06-02 20:35:11,bottle,3
2025-06-02 20:35:12,person,1
2025-06-02 20:35:12,bottle,3
2025-06-02 20:35:14,person,1
2025-06-02 20:35:14,bottle,2
2025-06-02 20:35:14,bowl,1
2025-06-02 20:35:15,person,1
2025-06-02 20:35:15,bottle,3
2025-06-02 20:35:15,bowl,1
2025-06-02 20:35:17,person,1
2025-06-02 20:35:17,bottle,3
2025-06-02 20:35:17,bowl,1
2025-06-02 20:35:18,person,1
2025-06-02 20:35:18,bottle,3
2025-06-02 20:35:18,bowl,1
2025-06-02 20:35:20,person,2
2025-06-02 20:35:20,bottle,3
2025-06-02 20:35:20,bowl,1
2025-06-02 20:35:21,person,2
2025-06-02 20:35:21,bottle,3
2025-06-02 20:35:23,person,2
2025-06-02 20:35:23,bowl,1
2025-06-02 20:35:23,backpack,1
2025-06-02 20:36:40,person,1
2025-06-02 20:36:40,bottle,3
2025-06-02 20:36:40,person,1
2025-06-02 20:36:40,bottle,3
2025-06-02 20:36:41,person,1
2025-06-02 20:36:41,bottle,2
2025-06-02 20:36:41,book,1
2025-06-02 20:36:43,person,1
2025-06-02 20:36:43,bottle,3
2025-06-02 20:36:44,person,1
2025-06-02 20:36:44,bottle,3
2025-06-02 20:36:46,person,1
2025-06-02 20:36:46,bottle,3
2025-06-02 20:36:46,tv,1
2025-06-02 20:36:47,person,1
2025-06-02 20:36:47,bottle,3
2025-06-02 20:36:49,person,1
2025-06-02 20:36:49,bottle,3
2025-06-02 20:36:50,person,1
2025-06-02 20:36:50,bottle,3
2025-06-02 20:36:52,person,1
2025-06-02 20:36:52,bottle,3
2025-06-02 20:36:52,bowl,1
2025-06-02 20:36:53,person,1
2025-06-02 20:36:53,bottle,3
